collision_date,year,mo,da,day,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
2019-10-25,2019,10,25,5,55.9,51.1,1025.2,9.6,6.0,9.9,999.9,64.0,43.0,0.0,999.9,1,647
2012-10-18,2012,10,18,4,56.8,46.7,1016.1,9.7,3.1,9.9,15.9,64.9,42.8,0.0,999.9,0,630
2019-10-20,2019,10,20,7,49.3,44.1,1018.2,10.0,3.9,9.9,999.9,59.0,39.0,0.0,999.9,0,500
2012-10-24,2012,10,24,3,57.1,53.5,1019.9,6.4,4.1,9.9,999.9,59.0,51.8,0.07,999.9,0,494
2014-10-14,2014,10,14,2,63.2,58.4,1025.4,10.0,8.2,9.9,999.9,66.9,59.0,0.0,999.9,0,697
2015-10-07,2015,10,07,3,57.0,50.5,1014.1,10.0,5.4,9.9,999.9,66.0,48.9,0.0,999.9,0,668
2012-10-05,2012,10,05,5,67.8,59.7,1016.7,8.4,3.3,9.9,999.9,78.1,60.8,0.0,999.9,0,693
2014-10-28,2014,10,28,2,54.3,48.0,1017.5,9.9,6.1,9.9,999.9,64.9,39.9,0.0,999.9,0,571
2012-10-03,2012,10,03,3,65.6,64.3,1016.6,1.5,3.5,9.9,999.9,73.0,62.6,0.45,999.9,1,502
2012-10-02,2012,10,02,2,63.7,54.2,1015.5,7.3,2.4,9.9,999.9,70.0,60.1,0.0,999.9,0,593
2018-10-06,2018,10,06,6,55.5,46.3,1023.0,10.0,6.0,9.9,999.9,66.9,46.0,0.0,999.9,0,544
2017-10-07,2017,10,07,6,63.8,63.5,1021.1,3.9,5.7,9.9,999.9,71.1,61.0,0.0,999.9,1,570
2019-10-29,2019,10,29,2,55.1,49.4,1026.8,9.9,7.7,9.9,999.9,60.1,52.0,0.0,999.9,0,639
2020-10-20,2020,10,20,2,59.7,57.6,1025.5,8.0,7.2,9.9,999.9,64.0,54.0,0.0,999.9,1,337
2014-10-13,2014,10,13,1,50.9,43.2,1027.7,10.0,4.2,9.9,999.9,62.1,39.0,0.0,999.9,0,451
2017-10-01,2017,10,01,7,55.5,46.8,1025.7,10.0,7.9,11.1,999.9,63.0,48.0,0.08,999.9,0,571
2020-10-04,2020,10,04,7,61.0,51.5,1024.2,10.0,7,11.1,999.9,66.0,52.0,0.0,999.9,0,268
2018-10-09,2018,10,09,2,63.1,59.0,1027.5,10.0,8.6,11.1,999.9,70.0,57.0,0.0,999.9,0,628
2016-10-13,2016,10,13,4,59.6,56.6,1020.1,9.9,7.3,11.1,999.9,66.9,42.1,0.0,999.9,0,757
2014-10-04,2014,10,04,6,59.4,57.3,1007.1,6.8,5.7,11.1,22.0,64.0,57.0,0.02,999.9,1,531
2020-10-23,2020,10,23,5,62.0,53.9,1022.7,9.5,7.4,11.1,15.0,68.0,57.0,0.0,999.9,1,335
2020-10-22,2020,10,22,4,65.0,60.6,1024.0,5.3,5,11.1,999.9,72.0,57.0,0.0,999.9,1,262
2013-10-17,2013,10,17,4,59.4,57.4,1011.5,7.9,6.1,11.1,999.9,63.0,55.0,0.01,999.9,0,574
2015-10-12,2015,10,12,1,60.2,55.1,1011.2,9.7,7.6,11.1,999.9,68.0,46.0,0.0,999.9,0,505
2018-10-02,2018,10,02,2,64.7,62.1,1022.8,9.5,6.6,11.1,999.9,71.1,52.0,0.0,999.9,0,613
2019-10-24,2019,10,24,4,55.5,45.3,1023.6,10.0,6.7,11.1,999.9,68.0,43.0,0.24,999.9,0,613
2012-10-17,2012,10,17,3,51.9,38.0,1014.3,10.0,1.3,11.1,999.9,60.1,44.1,0.0,999.9,0,615
2017-10-03,2017,10,03,2,54.1,47.5,1035.7,10.0,6.0,11.1,999.9,62.1,46.0,0.0,999.9,0,687
2013-10-19,2013,10,19,6,57.3,45.0,1013.9,10.0,6.2,11.1,15.9,68.0,46.9,0.0,999.9,0,471
2015-10-31,2015,10,31,6,48.9,37.4,1020.4,10.0,5.7,11.1,17.1,61.0,35.1,0.0,999.9,0,357
2013-10-30,2013,10,30,3,46.8,38.6,1025.8,10.0,5.2,11.1,999.9,57.9,34.0,0.0,999.9,0,558
2013-10-15,2013,10,15,2,53.9,47.3,1023.8,10.0,6.3,12.0,999.9,63.0,41.0,0.01,999.9,0,615
2014-10-15,2014,10,15,3,64.9,62.1,1021.0,9.9,9.5,12.0,999.9,70.0,61.0,0.01,999.9,0,575
2018-10-01,2018,10,01,1,62.0,56.1,1026.4,10.0,5.4,12.0,999.9,70.0,51.1,0.0,999.9,0,583
2017-10-21,2017,10,21,6,58.8,50.3,1024.1,10.0,7.0,12.0,999.9,68.0,46.9,0.0,999.9,0,583
2017-10-23,2017,10,23,1,59.5,58.7,1026.8,6.5,7.2,12.0,999.9,68.0,52.0,0.0,999.9,1,669
2012-10-27,2012,10,27,6,61.9,53.9,1017.0,9.6,4.3,12.0,16.9,64.9,42.8,0.0,999.9,0,524
2013-10-31,2013,10,31,4,54.8,50.9,1021.4,9.1,6.0,12.0,999.9,62.1,34.0,0.0,999.9,0,615
2019-10-14,2019,10,14,1,57.7,55.9,1015.7,7.1,6.5,12.0,999.9,66.9,48.0,0.25,999.9,1,400
2013-10-23,2013,10,23,3,52.5,44.6,1005.8,9.8,7.9,12.0,999.9,66.9,48.0,0.0,999.9,0,558
2014-10-18,2014,10,18,6,62.7,58.8,1003.7,9.0,7.5,12.0,999.9,68.0,59.0,0.02,999.9,0,494
2016-10-02,2016,10,02,7,61.3,59.2,1017.8,4.4,9.0,12.0,999.9,64.9,59.0,1.22,999.9,1,486
2015-10-13,2015,10,13,2,64.4,61.2,1003.5,6.5,8.3,12.0,999.9,73.9,50.0,0.18,999.9,1,724
2015-10-25,2015,10,25,7,57.0,51.7,1020.6,9.7,6.9,13.0,999.9,62.1,48.9,0.0,999.9,0,522
2013-10-25,2013,10,25,5,48.0,30.2,1015.2,10.0,9.2,13.0,21.0,54.0,43.0,0.0,999.9,0,647
2018-10-07,2018,10,07,7,64.4,59.6,1022.3,8.0,8.6,13.0,999.9,69.1,46.0,0.0,999.9,0,529
2019-10-13,2019,10,13,7,57.6,53.3,1016.5,9.6,6.0,13.0,999.9,64.9,50.0,0.02,999.9,0,441
2018-10-13,2018,10,13,6,53.2,44.9,1008.5,10.0,7.9,13.0,21.0,68.0,48.9,2.37,999.9,0,577
2014-10-06,2014,10,06,1,55.7,42.6,1018.6,10.0,6.9,13.0,999.9,64.0,45.0,0.0,999.9,0,639
2017-10-11,2017,10,11,3,62.1,58.7,1019.7,10.0,6.9,13.0,999.9,77.0,55.9,0.0,999.9,0,628
2018-10-14,2018,10,14,7,52.8,37.7,1020.7,10.0,8.9,13.0,18.1,57.9,46.9,0.04,999.9,0,516
2017-10-28,2017,10,28,6,55.1,51.2,1019.0,10.0,6.7,13.0,999.9,63.0,42.1,0.0,999.9,0,615
2012-10-04,2012,10,04,4,68.6,66.2,1019.0,2.9,2.2,13.0,999.9,73.4,62.6,0.01,999.9,1,554
2018-10-10,2018,10,10,3,66.2,64.9,1021.4,3.9,9.1,13.0,999.9,72.0,57.9,0.0,999.9,1,708
2018-10-04,2018,10,04,4,60.0,57.1,1017.6,9.6,5.7,13.0,999.9,69.1,55.9,0.04,999.9,0,717
2019-10-30,2019,10,30,3,57.8,54.9,1025.6,8.4,7.9,13.0,999.9,64.0,53.1,0.0,999.9,0,595
2016-10-18,2016,10,18,2,63.8,61.6,1014.1,4.6,6.8,14.0,999.9,73.9,59.0,0.0,999.9,1,590
2015-10-15,2015,10,15,4,57.1,42.0,1012.2,10.0,10.4,14.0,999.9,68.0,52.0,0.0,999.9,0,683
2012-10-23,2012,10,23,2,59.0,44.9,1018.7,9.7,2.2,14.0,999.9,64.0,53.1,0.0,999.9,0,522
2014-10-29,2014,10,29,3,61.9,59.0,1013.1,8.0,9.8,14.0,999.9,66.0,57.9,0.0,999.9,0,556
2013-10-06,2013,10,06,7,59.1,54.8,1021.1,6.9,7.2,14.0,22.0,64.9,53.1,0.0,999.9,1,404
2012-10-31,2012,10,31,3,49.7,43.2,999.6,8.6,5.5,14.0,17.1,60.8,45.0,0.06,999.9,0,549
2019-10-01,2019,10,01,2,59.4,53.9,1020.6,10.0,8.4,14.0,999.9,66.9,48.0,0.0,999.9,0,454
2015-10-11,2015,10,11,7,56.0,46.7,1015.6,10.0,8.1,14.0,999.9,64.0,44.1,0.0,999.9,0,559
2017-10-19,2017,10,19,4,59.7,58.3,1023.8,10.0,9.3,14.0,999.9,66.9,48.9,0.0,999.9,0,766
2014-10-12,2014,10,12,7,53.3,43.7,1022.4,10.0,9.2,14.0,21.0,59.0,44.1,0.78,999.9,0,473
2018-10-31,2018,10,31,3,45.9,35.8,1019.1,10.0,6.8,14.0,20.0,54.0,32.0,0.0,999.9,0,646
2016-10-08,2016,10,08,6,58.7,55.5,1020.5,8.5,7.7,14.0,999.9,70.0,44.1,0.0,999.9,1,633
2013-10-16,2013,10,16,3,57.5,55.4,1017.7,6.2,9.3,14.0,999.9,63.0,44.1,0.01,999.9,0,548
2014-10-07,2014,10,07,2,63.0,57.0,1021.1,10.0,11.5,14.0,19.0,69.1,45.0,0.0,999.9,0,620
2019-10-19,2019,10,19,6,50.5,39.4,1014.9,10.0,10.9,15.0,22.0,60.1,46.0,0.0,999.9,0,586
2019-10-22,2019,10,22,2,56.3,52.8,1018.7,7.9,11.5,15.0,22.0,61.0,53.1,0.11,999.9,0,562
2012-10-06,2012,10,06,6,66.1,57.9,1010.5,7.0,5.2,15.0,21.0,75.0,57.0,0.01,999.9,1,500
2019-10-26,2019,10,26,6,55.2,50.0,1022.8,7.9,7.3,15.0,21.0,64.0,46.0,0.0,999.9,1,525
2013-10-29,2013,10,29,2,47.5,34.1,1027.6,10.0,6.8,15.0,20.0,57.9,36.0,0.0,999.9,0,600
2018-10-08,2018,10,08,1,60.7,55.7,1029.4,8.8,10.5,15.0,19.0,69.1,57.9,0.0,999.9,0,501
2014-10-31,2014,10,31,5,51.3,43.6,1014.8,10.0,7.9,15.0,21.0,61.0,42.1,0.0,999.9,0,668
2017-10-02,2017,10,02,1,58.0,51.4,1026.8,10.0,9.3,15.0,999.9,66.0,48.0,0.0,999.9,0,739
2013-10-21,2013,10,21,1,54.4,41.1,1018.5,10.0,7.1,15.0,19.0,64.0,39.9,0.0,999.9,0,616
2013-10-07,2013,10,07,1,65.7,62.3,1017.4,8.5,11.9,15.0,20.0,73.0,53.1,0.0,999.9,0,618
2016-10-27,2016,10,27,4,46.5,36.4,1029.3,9.8,8.2,15.0,22.0,52.0,39.9,0.0,999.9,0,831
2013-10-10,2013,10,10,4,58.4,52.6,1024.3,10.0,11.6,15.0,22.0,64.9,54.0,0.0,999.9,0,559
2017-10-06,2017,10,06,5,64.9,64.2,1018.2,7.4,7.6,15.0,999.9,70.0,61.0,0.18,999.9,1,649
2016-10-11,2016,10,11,2,54.3,42.2,1029.0,10.0,10.1,15.0,20.0,60.1,46.9,0.03,999.9,0,739
2015-10-21,2015,10,21,3,62.7,52.4,1024.6,9.9,8.7,15.0,999.9,70.0,52.0,0.0,999.9,0,720
2018-10-23,2018,10,23,2,51.5,43.7,1019.6,9.9,8.0,15.0,999.9,59.0,36.0,0.01,999.9,0,681
2016-10-19,2016,10,19,3,65.6,62.5,1013.9,6.4,11.2,15.0,999.9,71.1,59.0,0.0,999.9,0,676
2019-10-15,2019,10,15,2,56.7,48.8,1018.2,10.0,8.9,15.0,21.0,66.9,48.9,0.25,999.9,0,549
2015-10-06,2015,10,06,2,59.4,51.7,1015.3,10.0,10.5,15.0,22.9,64.4,51.1,0.0,999.9,0,631
2013-10-01,2013,10,01,2,62.1,51.8,1012.9,10.0,8.0,15.0,999.9,70.0,53.1,0.0,999.9,0,616
2015-10-16,2015,10,16,5,60.1,47.3,1013.5,9.8,11.7,15.9,32.1,66.0,52.0,0.0,999.9,0,676
2012-10-08,2012,10,08,1,49.9,42.9,1022.9,9.0,3.5,15.9,23.9,55.9,44.1,0.2,999.9,0,376
2015-10-08,2015,10,08,4,59.8,51.9,1018.1,10.0,8.2,15.9,20.0,66.0,51.1,0.0,999.9,0,666
2017-10-08,2017,10,08,7,65.8,65.6,1017.4,9.2,12.8,15.9,999.9,71.1,61.0,0.0,999.9,0,521
2019-10-06,2019,10,06,7,52.0,46.1,1029.5,10.0,7.2,15.9,999.9,64.9,37.0,0.0,999.9,0,435
2014-10-30,2014,10,30,4,56.1,45.0,1012.9,9.4,8.9,15.9,22.9,66.0,51.1,0.0,999.9,0,626
2014-10-01,2014,10,01,3,62.4,60.6,1014.5,7.1,13.2,15.9,20.0,63.0,60.8,0.24,999.9,0,559
2018-10-30,2018,10,30,2,47.9,35.4,1013.2,10.0,9.8,15.9,26.0,60.1,45.0,0.1,999.9,0,721
2017-10-18,2017,10,18,3,56.7,49.0,1024.8,10.0,10.1,15.9,20.0,66.9,41.0,0.0,999.9,0,737
2019-10-07,2019,10,07,1,66.9,61.7,1023.9,10.0,12.9,15.9,999.9,71.1,64.9,0.0,999.9,0,575
2012-10-10,2012,10,10,3,58.2,53.8,1013.5,7.5,5.2,15.9,22.9,64.9,53.1,0.03,999.9,0,640
2014-10-21,2014,10,21,2,57.7,52.3,1015.5,9.3,10.5,15.9,21.0,60.8,53.1,0.0,999.9,0,607
2013-10-13,2013,10,13,7,55.1,45.6,1027.8,10.0,11.4,15.9,22.9,64.0,48.0,0.0,999.9,0,502
2012-10-16,2012,10,16,2,55.8,42.5,1007.4,9.9,5.8,15.9,25.1,64.0,50.0,0.12,999.9,0,602
2013-10-20,2013,10,20,7,58.3,47.4,1010.3,10.0,9.4,15.9,21.0,62.1,46.9,0.05,999.9,0,490
2020-10-14,2020,10,14,3,60.7,50.6,1012.4,10.0,12.1,15.9,21.0,66.0,53.6,0.06,999.9,1,333
2016-10-30,2016,10,30,7,61.1,52.4,1010.9,9.3,11.0,15.9,22.9,69.1,46.9,0.0,999.9,0,557
2014-10-10,2014,10,10,5,59.0,44.0,1017.8,10.0,8.9,15.9,17.1,66.0,48.9,0.0,999.9,0,541
2013-10-24,2013,10,24,4,48.4,34.5,1007.5,9.9,10.8,15.9,27.0,57.0,43.0,0.36,999.9,0,632
2012-10-07,2012,10,07,7,52.5,42.3,1017.4,9.3,2.0,16.9,23.9,66.2,48.0,0.04,999.9,0,481
2019-10-23,2019,10,23,3,61.4,57.7,1011.4,6.6,11.3,17.1,24.1,68.0,53.1,0.04,999.9,1,669
2013-10-02,2013,10,02,3,64.8,58.1,1012.1,9.3,8.7,17.1,19.0,73.9,53.1,0.01,999.9,1,647
2016-10-05,2016,10,05,3,58.7,53.2,1026.1,10.0,12.9,17.1,20.0,62.1,55.4,0.0,999.9,0,695
2014-10-11,2014,10,11,6,52.9,48.1,1019.0,8.1,8.1,17.1,20.0,62.1,50.0,0.15,999.9,0,546
2014-10-27,2014,10,27,1,54.1,40.5,1010.0,10.0,12.0,17.1,24.1,61.0,48.9,0.0,999.9,0,642
2020-10-09,2020,10,09,5,52.5,34.2,1022.0,10.0,11.2,17.1,24.1,55.0,50.0,0.0,999.9,0,330
2020-10-31,2020,10,31,6,44.9,27.5,1032.2,10.0,6.7,17.1,25.1,48.0,39.0,0.0,999.9,0,334
2019-10-02,2019,10,02,3,67.6,64.0,1009.7,8.9,13.4,17.1,25.1,78.1,53.1,0.0,999.9,0,688
2014-10-17,2014,10,17,5,63.2,59.7,1006.5,7.9,9.7,17.1,19.0,70.0,60.1,1.04,999.9,0,648
2017-10-20,2017,10,20,5,62.0,54.1,1017.0,10.0,11.3,17.1,22.0,68.0,54.0,0.0,999.9,0,823
2016-10-17,2016,10,17,1,64.5,59.0,1013.4,8.4,10.0,17.1,999.9,72.0,60.1,0.0,999.9,0,585
2014-10-16,2014,10,16,4,65.0,63.4,1013.5,6.6,12.0,17.1,27.0,68.0,62.6,0.05,999.9,0,602
2020-10-28,2020,10,28,3,53.6,50.4,1017.4,8.0,9.9,17.1,19.0,61.0,50.0,0.05,999.9,1,307
2020-10-27,2020,10,27,2,56.7,51.7,1019.5,8.2,9.4,17.1,21.0,61.0,52.0,0.01,999.9,1,261
2015-10-09,2015,10,09,5,58.9,52.7,1016.3,9.8,10.9,17.1,22.0,68.0,48.0,0.0,999.9,0,764
2017-10-13,2017,10,13,5,56.4,49.4,1030.6,10.0,10.9,17.1,22.0,63.0,51.1,0.01,999.9,0,658
2020-10-01,2020,10,01,4,66.4,62.2,1013.7,9.7,9.8,17.1,999.9,70.0,61.0,0.02,999.9,0,331
2014-10-05,2014,10,05,7,59.6,50.4,1006.5,9.6,11.0,17.1,25.1,64.9,51.1,0.08,999.9,0,505
2015-10-30,2015,10,30,5,57.4,41.6,1008.2,10.0,11.1,17.1,25.1,66.0,51.1,0.4,999.9,0,688
2015-10-24,2015,10,24,6,51.5,38.3,1027.1,10.0,9.4,17.1,26.0,63.0,48.0,0.0,999.9,0,519
2020-10-12,2020,10,12,1,55.3,47.3,1024.1,10.0,13,17.1,22.0,57.2,52.0,0.0,999.9,1,323
2020-10-29,2020,10,29,4,50.8,47.1,1011.5,6.8,6.8,17.1,25.1,57.2,48.0,0.78,999.9,1,334
2015-10-14,2015,10,14,3,63.8,57.7,1004.5,9.0,11.2,17.1,999.9,73.9,60.1,0.03,999.9,0,658
2019-10-16,2019,10,16,3,51.5,46.0,1015.6,9.9,9.3,18.1,27.0,60.1,39.0,0.0,999.9,0,658
2015-10-17,2015,10,17,6,52.7,39.6,1015.4,10.0,8.2,18.1,22.9,66.0,41.0,0.07,999.9,0,565
2018-10-22,2018,10,22,1,43.3,24.9,1021.0,10.0,11.7,18.1,28.0,52.0,36.0,0.36,999.9,0,650
2020-10-02,2020,10,02,5,64.8,59.0,1013.1,8.7,8.5,18.1,24.1,70.0,59.0,0.0,999.9,1,351
2012-10-09,2012,10,09,2,53.8,48.5,1022.3,8.5,5.6,18.1,26.0,57.2,50.0,0.46,999.9,0,570
2013-10-08,2013,10,08,2,61.5,51.6,1019.7,8.7,12.2,18.1,24.1,73.0,52.0,0.47,999.9,0,574
2014-10-20,2014,10,20,1,49.0,32.4,1016.2,10.0,11.8,18.1,27.0,59.0,41.0,0.0,999.9,0,591
2019-10-08,2019,10,08,2,61.3,58.0,1022.2,9.3,12.1,18.1,22.9,73.0,57.9,0.18,999.9,0,523
2015-10-22,2015,10,22,4,60.5,55.7,1022.9,8.8,9.7,18.1,24.1,70.0,52.0,0.0,999.9,1,666
2017-10-24,2017,10,24,2,64.3,63.4,1018.6,8.7,14.7,18.1,999.9,69.1,53.1,0.0,999.9,0,685
2018-10-26,2018,10,26,5,39.8,25.4,1018.6,10.0,8.7,18.1,25.1,50.0,33.1,0.0,999.9,0,747
2016-10-21,2016,10,21,5,64.6,62.1,1010.7,6.0,12.9,18.1,24.1,70.0,52.0,0.01,999.9,1,851
2018-10-15,2018,10,15,1,57.1,51.9,1021.9,9.1,9.8,18.1,22.9,64.9,43.0,0.0,999.9,0,692
2014-10-23,2014,10,23,4,59.5,57.0,1000.4,8.7,10.7,18.1,25.1,64.0,51.1,0.1,999.9,0,639
2012-10-21,2012,10,21,7,56.5,39.0,1012.9,10.0,5.0,18.1,23.9,64.0,48.9,0.0,999.9,0,426
2012-10-20,2012,10,20,6,62.7,58.6,1006.5,5.0,6.3,18.1,22.0,69.1,57.9,0.13,999.9,1,587
2019-10-31,2019,10,31,4,62.5,60.2,1017.7,5.4,13.1,18.1,24.1,64.9,53.1,0.7,999.9,0,616
2014-10-03,2014,10,03,5,58.5,54.0,1016.5,9.2,13.1,18.1,24.1,61.0,57.0,0.01,999.9,0,719
2014-10-26,2014,10,26,7,57.6,45.4,999.7,10.0,13.1,18.1,28.9,62.1,45.0,0.04,999.9,0,515
2017-10-27,2017,10,27,5,54.1,43.5,1015.5,10.0,12.1,18.1,25.1,64.0,48.9,0.26,999.9,0,759
2019-10-03,2019,10,03,4,55.3,47.3,1019.7,10.0,12.5,18.1,24.1,61.0,53.1,0.09,999.9,0,690
2017-10-09,2017,10,09,1,66.3,66.2,1016.5,6.2,10.5,18.1,24.1,71.1,64.0,0.02,999.9,0,546
2012-10-19,2012,10,19,5,63.2,61.1,1010.9,6.1,5.2,18.1,23.9,66.0,55.0,0.25,999.9,1,738
2016-10-01,2016,10,01,6,62.0,60.2,1021.1,1.7,14.0,19.0,28.0,64.9,59.0,1.63,999.9,1,581
2016-10-20,2016,10,20,4,60.4,54.3,1021.3,9.1,10.5,19.0,24.1,71.1,52.0,0.0,999.9,1,662
2015-10-18,2015,10,18,7,46.1,28.0,1020.6,10.0,13.7,19.0,25.1,60.1,41.0,0.0,999.9,0,551
2016-10-31,2016,10,31,1,48.3,41.9,1018.8,8.2,12.5,19.0,26.0,52.0,42.1,0.49,999.9,0,655
2013-10-11,2013,10,11,5,60.6,56.6,1018.4,10.0,13.3,19.0,26.0,64.9,55.0,0.0,999.9,0,621
2012-10-12,2012,10,12,5,51.2,35.9,1021.1,10.0,5.3,19.0,25.1,62.6,48.0,0.0,999.9,0,594
2016-10-16,2016,10,16,7,55.2,47.6,1023.1,10.0,9.3,19.0,999.9,66.0,39.9,0.0,999.9,0,503
2018-10-03,2018,10,03,3,64.4,62.3,1017.0,7.7,9.4,19.0,999.9,71.1,59.0,0.71,999.9,0,778
2016-10-25,2016,10,25,2,49.1,29.5,1017.6,10.0,14.1,19.0,28.0,61.0,45.0,0.0,999.9,0,566
2016-10-26,2016,10,26,3,44.7,28.1,1025.3,10.0,14.9,19.0,27.0,53.1,41.0,0.0,999.9,0,706
2018-10-28,2018,10,28,7,56.8,52.7,1007.4,6.9,13.4,19.0,27.0,61.0,44.1,0.99,999.9,0,556
2017-10-04,2017,10,04,3,59.3,56.1,1029.6,10.0,12.4,19.0,999.9,66.0,46.0,0.0,999.9,0,711
2015-10-19,2015,10,19,1,42.8,24.8,1027.3,10.0,12.6,19.0,25.1,48.0,39.9,0.0,999.9,0,667
2014-10-25,2014,10,25,6,54.7,45.9,1006.0,10.0,10.7,19.0,22.9,62.1,45.0,0.0,999.9,0,515
2018-10-29,2018,10,29,1,54.9,48.9,1008.4,9.8,11.7,20.0,28.0,61.0,51.1,0.0,999.9,0,696
2014-10-19,2014,10,19,7,56.0,45.2,1005.8,10.0,10.7,20.0,24.1,68.0,51.1,0.01,999.9,0,483
2016-10-24,2016,10,24,1,57.5,41.6,1009.5,9.9,12.5,20.0,27.0,61.0,50.0,0.07,999.9,0,573
2019-10-21,2019,10,21,1,55.2,52.0,1016.7,9.5,13.5,20.0,28.0,60.1,39.0,0.2,999.9,0,559
2017-10-15,2017,10,15,7,63.3,63.3,1016.6,1.4,7.1,20.0,27.0,68.0,57.0,0.71,999.9,1,496
2017-10-29,2017,10,29,7,60.4,59.4,1012.4,9.6,12.3,20.0,25.1,64.0,42.1,0.0,999.9,0,613
2018-10-25,2018,10,25,4,45.3,32.4,1015.5,10.0,14.2,20.0,28.9,53.1,42.1,0.0,999.9,0,763
2018-10-24,2018,10,24,3,48.8,41.3,1012.4,10.0,13.2,20.0,29.9,59.0,44.1,0.03,999.9,0,719
2013-10-18,2013,10,18,5,62.3,57.0,1008.3,8.8,11.0,20.0,25.1,68.0,57.0,0.01,999.9,0,680
2012-10-14,2012,10,14,7,58.7,45.9,1021.9,10.0,5.0,20.0,26.0,69.1,44.6,0.0,999.9,0,517
2015-10-05,2015,10,05,1,58.6,52.1,1020.4,10.0,17.1,20.0,28.9,64.0,53.1,0.0,999.9,0,597
2012-10-15,2012,10,15,1,65.3,57.8,1009.5,9.4,4.5,20.0,26.0,71.1,61.0,0.0,999.9,0,607
2012-10-11,2012,10,11,4,53.4,35.3,1018.9,10.0,5.5,20.0,28.9,62.6,46.9,0.02,999.9,0,657
2012-10-13,2012,10,13,6,45.2,25.9,1030.8,10.0,3.1,20.0,27.0,52.0,37.9,0.0,999.9,0,547
2018-10-11,2018,10,11,4,67.2,65.9,1009.6,4.1,8.9,20.0,25.1,72.0,64.0,0.0,999.9,1,741
2016-10-04,2016,10,04,2,60.5,54.2,1023.5,9.7,12.4,20.0,27.0,66.0,55.9,0.01,999.9,0,523
2017-10-16,2017,10,16,1,62.3,58.2,1011.6,8.8,13.8,20.0,27.0,68.0,55.0,0.0,999.9,0,641
2012-10-22,2012,10,22,1,57.8,40.1,1017.4,10.0,4.3,20.0,26.0,66.0,48.9,0.0,999.9,0,608
2016-10-14,2016,10,14,5,55.9,45.7,1022.4,10.0,14.2,21.0,27.0,66.9,48.0,0.0,999.9,0,767
2014-10-09,2014,10,09,4,60.8,45.9,1013.8,9.7,12.6,21.0,26.0,70.0,48.9,0.39,999.9,0,499
2018-10-19,2018,10,19,5,49.2,33.4,1022.9,10.0,13.7,21.0,31.1,59.0,39.9,0.0,999.9,0,787
2014-10-24,2014,10,24,5,54.3,51.1,1003.1,7.6,15.7,21.0,29.9,64.0,51.1,0.16,999.9,0,669
2015-10-23,2015,10,23,5,56.2,43.0,1019.2,10.0,15.4,21.0,31.1,66.9,48.9,0.01,999.9,0,742
2017-10-12,2017,10,12,4,57.1,49.2,1026.7,10.0,14.5,21.0,27.0,68.0,52.0,0.09,999.9,0,603
2014-10-22,2014,10,22,3,57.0,55.4,1010.3,6.1,12.8,21.0,28.9,60.8,51.8,0.23,999.9,0,708
2017-10-05,2017,10,05,4,63.7,62.6,1019.9,8.4,15.8,21.0,25.1,69.1,54.0,0.0,999.9,0,657
2017-10-17,2017,10,17,2,51.1,39.0,1022.8,10.0,12.1,21.0,26.0,66.9,41.0,0.0,999.9,0,736
2013-10-28,2013,10,28,1,50.7,33.0,1020.4,10.0,10.3,21.0,27.0,57.9,36.0,0.0,999.9,0,620
2019-10-18,2019,10,18,5,55.0,42.4,1002.8,10.0,14.9,21.0,39.0,64.0,51.1,0.21,999.9,0,634
2017-10-10,2017,10,10,2,68.8,65.6,1015.0,5.9,11.0,21.0,28.9,77.0,63.0,0.31,999.9,1,768
2014-10-02,2014,10,02,4,59.9,56.3,1016.6,9.4,17.6,22.0,28.9,61.0,57.2,1.08,999.9,0,558
2013-10-12,2013,10,12,6,58.6,53.4,1021.7,10.0,13.2,22.0,31.1,64.9,54.0,0.0,999.9,0,556
2013-10-09,2013,10,09,3,56.4,44.3,1027.9,10.0,11.6,22.0,26.0,64.9,51.1,0.03,999.9,0,529
2012-10-30,2012,10,30,2,53.9,48.9,989.0,8.1,8.9,22.0,46.0,64.4,50.0,1.97,999.9,0,372
2012-10-28,2012,10,28,7,57.7,50.0,1010.8,9.6,11.9,22.0,32.1,61.0,53.6,0.0,999.9,0,403
2015-10-04,2015,10,04,7,56.2,46.7,1026.5,10.0,19.2,22.9,33.0,60.1,53.1,0.04,999.9,0,536
2018-10-17,2018,10,17,3,55.6,40.7,1013.4,10.0,13.3,22.9,29.9,63.0,46.9,0.1,999.9,0,699
2015-10-26,2015,10,26,1,52.3,39.8,1026.0,10.0,12.9,22.9,29.9,62.1,41.0,0.0,999.9,0,698
2019-10-05,2019,10,05,6,51.9,37.9,1027.7,10.0,12.2,22.9,32.1,63.0,42.1,0.04,999.9,0,557
2015-10-10,2015,10,10,6,59.2,49.2,1016.0,9.0,13.1,22.9,32.1,68.0,46.0,0.56,999.9,0,649
2015-10-28,2015,10,28,3,53.8,46.9,1030.4,9.3,13.2,22.9,31.1,61.0,36.0,0.0,999.9,0,689
2012-10-01,2012,10,01,1,60.6,46.8,1011.2,10.0,4.7,23.9,33.0,70.0,53.1,0.46,999.9,0,555
2018-10-20,2018,10,20,6,59.5,53.2,1008.6,9.0,16.1,24.1,33.0,61.0,57.2,0.01,999.9,0,629
2017-10-31,2017,10,31,2,57.7,44.2,1014.3,10.0,18.1,24.1,29.9,73.0,53.1,0.04,999.9,0,696
